participant_id,age,age_20_or_above,gender,race_ethnicity,first_generation,family_income_bracket,pell_grant,loan_status,dependent_care,institution_control,institution_selectivity,tuition_fees_thousand,major_group,commute_minutes,hs_gpa,english_proficiency,remedial_coursework,enrollment_status,enrollment_units,credits_attempted,credits_earned,course_completion_rate,off_campus_work_hours,high_work_intensity,oncampus_work_hours,total_work_hours,job_related_to_major,schedule_variability,schedule_control,study_hours_per_week,sleep_hours,fin_strain_pay_tuition,fin_strain_living_costs,fin_strain_food_housing,fin_strain_need_work_income,engage_study_effort,engage_class_attendance,engage_class_participation,engage_faculty_contact,engage_peer_learning,support_advising_quality,support_faculty_care,support_belonging,support_resource_use,efficacy_manage_time,efficacy_complete_assignments,efficacy_ask_for_help,efficacy_recover_setbacks,work_conflict_missed_study,work_conflict_schedule_overlap,work_conflict_tired_in_class,work_conflict_missed_campus,work_value_applies_learning,work_value_career_skills,work_value_professional_network,work_value_motivation,wellbeing_stress,wellbeing_exhaustion,wellbeing_sleep_problems,wellbeing_overwhelmed,financial_strain_index,academic_engagement_index,institution_support_index,self_efficacy_index,work_academic_conflict_index,work_career_value_index,mental_strain_index,term_gpa,cumulative_gpa,persistence_score,enrolled_next_year,not_persisted
270,20,1,woman,black,0,high,0,0,0,public,open_access,5.6,health,19,3.42,4.9,1,full_time,13.2,13.2,11.5,0.871,27,1,7,34,0,4,2,12.1,6.3,1,3,4,2,2,3,3,4,3,1,2,3,4,4,3,4,5,4,3,3,3,3,3,4,2,3,2,2,3,2.5,3.0,2.5,4.0,3.25,3.0,2.5,3.74,3.7,3.82,1,0
271,21,1,man,white,0,middle,0,0,0,private_nonprofit,moderately_selective,9.5,business,38,2.82,3.85,1,part_time,7.6,7.6,5.9,0.778,29,1,0,29,1,3,5,3.2,6.3,5,3,4,5,4,3,2,3,3,3,4,4,3,1,4,2,1,4,4,3,5,4,4,4,4,2,2,2,1,4.25,3.0,3.5,2.0,4.0,4.0,1.75,1.68,2.0,3.26,1,0
272,24,1,woman,white,1,middle,1,1,0,public,minimally_selective,7.2,stem,16,2.56,3.77,0,full_time,12.6,12.6,10.8,0.859,27,1,0,27,0,3,2,1.8,5.2,4,5,5,4,4,3,4,2,3,2,2,3,3,2,1,3,1,5,3,4,5,2,3,2,1,3,3,4,4,4.5,3.2,2.5,1.75,4.25,2.0,3.5,2.0,1.78,3.02,0,1
273,21,1,woman,white,0,high,0,0,0,public,open_access,5.0,social_science,26,2.76,3.95,0,full_time,13.1,13.1,13.1,1.0,14,0,2,16,0,3,3,14.2,6.4,1,3,2,1,4,4,5,5,3,3,4,3,3,5,5,4,3,1,3,2,3,2,3,2,2,2,1,1,1,1.75,4.2,3.25,4.25,2.25,2.25,1.25,3.78,3.56,4.11,1,0
274,20,1,woman,black,0,low,1,1,0,public,minimally_selective,8.1,social_science,37,2.68,3.74,0,full_time,9.2,9.2,5.9,0.643,6,0,0,6,0,3,1,11.3,6.0,5,4,5,4,1,2,1,2,3,4,4,2,4,4,4,3,3,4,5,4,5,4,3,3,4,5,4,5,4,4.5,1.8,3.5,3.5,4.5,3.5,4.5,1.38,1.86,2.78,1,0
275,23,1,woman,white,1,high,0,0,0,public,moderately_selective,5.1,business,22,3.23,3.44,0,full_time,15.9,15.9,13.8,0.866,21,1,0,21,1,3,5,17.0,6.9,2,3,2,1,5,5,5,5,4,4,5,5,3,3,3,2,3,2,4,4,3,3,3,3,4,1,1,2,2,2.0,4.8,4.25,2.75,3.25,3.25,1.5,3.17,2.97,3.7,1,0
276,19,0,woman,white,0,low,1,0,0,public,moderately_selective,6.4,stem,19,3.36,3.21,0,full_time,10.2,10.2,7.4,0.725,33,1,0,33,1,5,2,1.0,5.3,3,2,3,2,2,2,1,1,4,3,3,3,2,3,2,3,2,4,5,5,5,4,5,4,4,5,5,3,4,2.5,2.0,2.75,2.5,4.75,4.25,4.25,2.66,2.8,3.07,1,0
277,18,0,man,white,0,middle,1,1,0,public,minimally_selective,4.4,business,28,2.91,4.6,0,full_time,13.3,13.3,10.9,0.818,21,1,0,21,1,3,2,3.4,5.5,3,3,2,3,1,1,2,3,5,2,2,1,4,4,4,3,3,4,2,3,3,1,1,1,1,4,3,3,3,2.75,2.4,2.25,3.5,3.0,1.0,3.25,2.91,2.75,3.06,1,0
278,23,1,woman,black,1,middle,0,0,0,private_for_profit,open_access,7.5,business,23,3.35,3.99,1,full_time,11.5,11.5,10.7,0.933,14,0,0,14,0,1,5,11.8,5.6,3,3,4,2,2,4,4,3,3,1,3,3,3,3,3,2,3,2,1,3,2,2,2,1,1,4,3,4,4,3.0,3.2,2.5,2.75,2.0,1.5,3.75,2.94,3.2,3.21,1,0
279,24,1,man,hispanic_latino,1,low,1,0,0,private_nonprofit,moderately_selective,8.1,stem,35,3.16,2.85,0,part_time,9.3,9.3,6.4,0.687,25,1,0,25,1,3,4,10.6,6.2,3,4,4,4,2,2,2,2,1,4,3,4,2,3,3,3,2,4,4,3,4,3,5,4,3,4,3,1,3,3.75,1.8,3.25,2.75,3.75,3.75,2.75,2.56,2.5,2.85,1,0
280,18,0,woman,hispanic_latino,0,low,1,1,0,public,moderately_selective,5.3,arts_humanities,39,3.3,2.86,0,full_time,13.8,13.8,11.8,0.854,31,1,0,31,1,4,2,16.7,6.5,5,4,4,5,2,2,3,5,3,5,5,5,4,4,4,5,3,5,4,2,5,1,4,3,3,4,3,2,3,4.5,3.0,4.75,4.0,4.0,2.75,3.0,3.26,3.34,3.16,1,0
281,19,0,man,hispanic_latino,0,high,0,1,0,private_nonprofit,open_access,7.0,health,20,3.0,4.0,0,full_time,14.4,14.4,14.4,1.0,17,0,0,17,0,2,4,19.3,6.7,2,5,2,3,5,5,3,5,4,5,4,5,2,3,3,5,4,3,2,2,1,1,1,1,1,3,4,1,3,3.0,4.4,4.0,3.75,2.0,1.0,2.75,3.37,3.17,3.88,1,0
282,19,0,man,hispanic_latino,1,middle,1,0,1,public,minimally_selective,4.9,social_science,23,3.22,3.74,1,full_time,6.7,6.7,5.0,0.751,22,1,0,22,1,2,3,8.8,6.6,4,4,5,4,3,1,2,4,2,2,3,4,3,2,3,2,4,3,4,2,2,4,5,5,4,3,1,3,2,4.25,2.4,3.0,2.75,2.75,4.5,2.25,2.02,2.4,2.77,0,1
283,21,1,woman,white,0,middle,1,1,0,public,open_access,3.4,stem,61,3.34,3.74,0,full_time,17.7,17.7,13.1,0.739,27,1,0,27,0,3,3,12.9,7.2,4,3,1,2,4,5,4,5,4,3,1,3,3,5,3,5,4,4,5,5,5,5,5,5,5,3,3,4,2,2.5,4.4,2.5,4.25,4.75,5.0,3.0,2.98,3.23,3.46,1,0
284,24,1,man,white,1,low,0,1,0,public,open_access,4.6,stem,25,2.18,3.35,0,part_time,9.4,9.4,5.8,0.62,32,1,0,32,1,3,3,1.0,5.2,3,5,4,3,1,1,2,2,1,3,1,2,2,3,2,4,3,4,3,3,4,3,2,3,4,5,3,4,4,3.75,1.4,2.0,3.0,3.5,3.0,4.0,0.86,1.41,2.05,1,0
285,19,0,man,hispanic_latino,1,low,0,1,0,private_nonprofit,moderately_selective,9.2,stem,32,3.35,2.79,0,full_time,18.0,18.0,17.1,0.951,6,0,0,6,1,1,3,15.7,7.3,4,2,3,4,3,4,3,5,3,3,4,3,1,2,2,3,1,2,2,2,1,3,3,2,3,3,4,3,1,3.25,3.6,2.75,2.0,1.75,2.75,2.75,2.95,3.05,3.56,1,0
286,24,1,man,hispanic_latino,0,middle,0,1,0,public,moderately_selective,6.3,business,26,2.49,3.12,0,full_time,13.8,13.8,13.6,0.985,7,0,0,7,0,3,1,10.4,6.8,2,2,1,2,4,3,5,5,5,1,2,2,3,3,3,3,2,2,2,3,2,2,2,3,2,3,4,4,5,1.75,4.4,2.0,2.75,2.25,2.25,4.0,2.62,2.45,3.42,1,0
287,18,0,woman,white,1,middle,1,1,0,public,open_access,4.5,stem,40,2.34,2.68,1,full_time,13.0,13.0,11.5,0.881,20,0,0,20,1,2,4,3.6,6.9,4,3,3,4,3,2,4,3,5,3,4,5,4,3,2,3,3,2,2,3,2,4,1,4,3,2,3,3,2,3.5,3.4,4.0,2.75,2.25,3.0,2.5,2.64,2.47,3.11,1,0
288,21,1,nonbinary_or_other,white,1,middle,1,0,0,public,highly_selective,5.1,social_science,32,2.88,3.56,0,full_time,13.7,13.7,12.7,0.925,16,0,0,16,0,3,4,13.5,5.9,2,1,3,1,4,5,4,4,4,4,5,3,2,3,3,4,4,3,3,4,4,2,2,3,3,3,2,3,2,1.75,4.2,3.5,3.5,3.5,2.5,2.5,3.4,2.99,3.58,1,0
289,18,0,man,multiracial_or_other,0,middle,0,0,0,private_nonprofit,minimally_selective,5.5,social_science,36,2.41,3.59,0,full_time,11.7,11.7,9.3,0.793,25,1,0,25,0,5,1,9.1,5.9,1,3,3,3,5,2,3,2,2,3,3,5,4,2,1,3,4,3,4,5,5,3,2,1,3,2,2,2,4,2.5,2.8,3.75,2.5,4.25,2.25,2.5,2.51,2.3,3.33,1,0
290,18,0,man,asian,1,middle,0,0,0,public,minimally_selective,4.9,business,15,3.29,3.96,0,full_time,16.6,16.6,15.5,0.933,18,0,0,18,1,2,5,12.0,7.2,1,1,1,1,5,5,4,4,3,5,5,4,3,3,4,2,3,2,2,3,2,4,5,5,3,1,1,1,1,1.0,4.2,4.25,3.0,2.25,4.25,1.0,3.44,3.57,3.82,1,0
291,18,0,man,asian,1,middle,1,1,0,private_nonprofit,open_access,5.4,health,48,2.99,3.96,0,full_time,12.8,12.8,11.4,0.893,31,1,0,31,0,4,4,14.6,6.3,5,4,4,4,4,5,5,5,5,5,4,4,4,5,4,5,5,4,4,5,3,3,4,4,2,2,3,3,2,4.25,4.8,4.25,4.75,4.0,3.25,2.5,3.34,3.06,4.01,1,0
292,18,0,nonbinary_or_other,white,1,low,1,0,1,public,open_access,3.7,social_science,36,2.53,2.71,1,full_time,14.8,14.8,12.0,0.81,32,1,9,41,1,4,5,4.9,5.3,4,3,4,3,3,3,3,3,3,2,3,3,2,3,3,4,5,4,4,2,4,5,5,5,4,3,1,2,3,3.5,3.0,2.5,3.75,3.5,4.75,2.25,2.73,2.84,3.32,0,1
293,23,1,man,white,0,high,0,0,0,public,open_access,3.5,business,22,3.71,4.99,0,full_time,12.2,12.2,12.2,1.0,12,0,0,12,0,2,3,14.6,8.1,2,2,1,1,5,4,5,5,5,4,4,3,3,5,5,5,5,1,1,1,2,1,1,3,2,1,1,2,1,1.5,4.8,3.5,5.0,1.25,1.75,1.25,4.0,4.0,3.97,1,0
294,22,1,woman,hispanic_latino,1,middle,0,0,0,private_nonprofit,open_access,7.4,stem,28,1.5,2.3,1,full_time,14.9,14.9,6.7,0.45,21,1,0,21,1,4,3,1.1,6.3,3,3,2,4,1,1,2,1,1,3,4,2,4,1,2,1,1,3,3,4,4,2,2,1,1,5,4,5,4,3.0,1.2,3.25,1.25,3.5,1.5,4.5,0.5,0.72,2.1,1,0
295,22,1,woman,white,0,middle,0,1,0,private_for_profit,highly_selective,8.3,other,66,4.0,4.27,0,full_time,12.5,12.5,12.0,0.96,29,1,0,29,0,2,5,20.7,6.8,4,2,3,5,5,5,5,4,5,2,1,3,4,5,5,5,4,2,2,4,3,3,2,4,4,3,1,4,3,3.5,4.8,2.5,4.75,2.75,3.25,2.75,4.0,4.0,3.87,1,0
296,19,0,woman,white,0,high,0,1,0,public,minimally_selective,6.2,social_science,37,3.24,4.67,0,full_time,14.2,14.2,14.2,1.0,13,0,0,13,1,2,3,16.6,6.4,1,1,2,1,5,5,5,5,5,3,4,4,3,3,4,3,4,2,1,3,2,3,3,5,4,2,1,1,1,1.25,5.0,3.5,3.5,2.0,3.75,1.25,3.93,3.5,4.64,1,0
297,23,1,woman,multiracial_or_other,0,high,0,1,0,public,moderately_selective,8.1,social_science,21,2.73,3.47,0,full_time,14.2,14.2,12.9,0.908,12,0,0,12,0,3,2,13.9,6.4,1,1,1,2,3,3,3,5,3,4,5,4,1,3,5,3,5,2,2,2,2,5,4,4,4,2,2,2,3,1.25,3.4,3.5,4.0,2.0,4.25,2.25,3.0,2.67,4.22,1,0
298,18,0,man,white,1,low,1,0,0,private_nonprofit,moderately_selective,6.3,social_science,27,3.67,4.58,0,part_time,11.6,11.6,11.6,1.0,26,1,10,36,1,3,4,10.2,5.9,3,2,4,1,5,5,5,4,5,2,3,2,3,5,5,4,4,3,3,3,3,2,2,3,1,4,3,2,1,2.5,4.8,2.5,4.5,3.0,2.0,2.5,4.0,4.0,3.63,1,0
299,19,0,woman,black,1,high,1,0,0,public,minimally_selective,6.9,stem,22,2.65,3.52,1,full_time,13.5,13.5,11.1,0.821,17,0,0,17,0,1,5,16.6,6.1,2,2,3,3,4,5,5,5,5,3,2,2,3,2,4,3,4,2,3,2,1,3,3,2,2,3,3,4,2,2.5,4.8,2.5,3.25,2.0,2.5,3.0,3.04,2.89,3.57,0,1
300,24,1,man,asian,0,high,0,0,0,public,moderately_selective,6.8,health,20,2.78,4.21,1,full_time,15.3,15.3,13.2,0.864,8,0,0,8,1,3,2,11.3,6.5,1,2,1,2,4,3,3,2,2,4,3,1,3,2,3,4,2,1,2,2,2,5,3,4,2,3,3,4,3,1.5,2.8,2.75,2.75,1.75,3.5,3.25,2.93,2.68,3.56,1,0
301,18,0,woman,white,1,low,1,1,0,private_for_profit,minimally_selective,8.1,business,34,2.86,4.39,1,part_time,8.3,8.3,3.7,0.451,45,1,0,45,0,5,1,1.0,6.0,5,5,5,5,1,1,1,2,1,2,1,2,3,2,1,1,2,4,5,5,5,1,3,2,1,5,5,5,4,5.0,1.2,2.0,1.5,4.75,1.75,4.75,1.16,1.75,2.34,1,0
302,20,1,woman,hispanic_latino,0,middle,1,1,0,public,minimally_selective,6.1,stem,60,1.86,2.83,0,full_time,15.1,15.1,8.6,0.572,34,1,0,34,0,4,4,1.0,5.1,5,4,5,2,3,2,1,3,4,1,2,1,1,1,1,1,2,4,5,5,5,3,3,2,3,5,5,5,5,4.0,2.6,1.25,1.25,4.75,2.75,5.0,0.5,0.78,2.04,0,1
303,18,0,woman,white,0,high,1,0,0,private_nonprofit,moderately_selective,7.1,social_science,48,2.99,4.21,0,full_time,14.1,14.1,12.1,0.855,32,1,4,36,1,4,2,7.3,6.5,2,1,3,3,3,3,2,3,3,3,3,1,3,4,4,4,3,4,4,4,3,2,1,2,1,4,3,3,3,2.25,2.8,2.5,3.75,3.75,1.5,3.25,3.29,3.24,3.74,0,1
304,19,0,man,white,0,low,1,0,1,public,highly_selective,6.8,other,30,3.09,3.29,0,part_time,9.4,9.4,5.6,0.592,37,1,0,37,1,3,3,4.3,6.0,5,4,4,5,3,1,2,2,2,4,2,3,5,2,4,3,4,5,4,4,5,2,4,3,3,4,5,4,3,4.5,2.0,3.5,3.25,4.5,3.0,4.0,2.18,2.36,2.69,1,0
305,22,1,man,white,1,high,0,0,0,public,open_access,5.6,arts_humanities,18,2.07,3.53,0,full_time,17.8,17.8,16.9,0.952,19,0,0,19,1,1,4,14.8,6.6,1,2,1,1,3,2,2,3,3,3,5,4,5,3,4,2,3,1,4,2,1,3,3,5,1,1,2,2,2,1.25,2.6,4.25,3.0,2.0,3.0,1.75,3.12,2.74,3.81,1,0
306,19,0,man,asian,1,middle,1,0,0,public,minimally_selective,9.2,stem,27,2.78,2.87,0,part_time,7.5,7.5,5.9,0.793,29,1,6,35,0,3,2,6.3,7.1,5,4,2,3,3,1,2,3,3,5,5,5,4,1,2,2,2,4,3,5,4,5,4,3,1,4,3,4,2,3.5,2.4,4.75,1.75,4.0,3.25,3.25,2.17,2.67,3.24,1,0
307,19,0,man,black,0,low,1,1,0,public,minimally_selective,3.9,stem,19,2.22,2.24,0,part_time,12.7,12.7,6.7,0.53,22,1,0,22,1,1,4,1.0,6.2,4,4,3,5,1,2,1,1,1,1,1,3,3,1,1,1,1,4,3,4,4,3,2,3,2,3,4,4,5,4.0,1.2,2.0,1.0,3.75,2.5,4.0,1.28,1.39,2.67,1,0
308,19,0,woman,white,1,high,0,1,0,private_for_profit,open_access,6.7,business,26,3.0,3.25,0,full_time,14.4,14.4,11.1,0.771,35,1,0,35,1,5,2,3.0,5.5,3,4,5,2,3,2,3,4,4,5,5,5,4,3,2,2,4,5,5,5,5,2,1,3,2,5,4,5,5,3.5,3.2,4.75,2.75,5.0,2.0,4.75,2.75,2.92,3.5,1,0
309,19,0,man,white,1,middle,0,0,0,private_nonprofit,open_access,6.6,health,44,2.15,3.54,1,full_time,16.9,16.9,13.0,0.766,34,1,0,34,0,4,3,7.4,5.2,2,3,3,3,3,4,4,4,3,5,5,5,4,4,5,3,3,3,4,3,3,3,5,4,5,3,5,3,3,2.75,3.6,4.75,3.75,3.25,4.25,3.5,2.26,2.39,3.48,1,0
310,20,1,woman,asian,1,high,0,1,1,public,open_access,6.4,health,40,3.38,4.55,0,full_time,13.8,13.8,13.0,0.945,22,1,0,22,0,3,3,8.4,7.8,2,1,1,2,3,4,3,5,4,3,3,2,2,5,5,3,4,3,3,5,3,1,1,2,1,2,3,3,3,1.5,3.8,2.5,4.25,3.5,1.25,2.75,3.17,3.37,3.35,1,0
311,18,0,man,multiracial_or_other,0,high,0,0,0,private_nonprofit,moderately_selective,7.8,social_science,26,3.26,2.9,0,full_time,16.9,16.9,16.9,1.0,7,0,0,7,1,1,4,16.7,8.1,2,3,2,3,3,3,5,4,5,5,3,3,2,4,3,3,4,1,2,1,2,2,2,2,3,2,1,2,2,2.5,4.0,3.25,3.5,1.5,2.25,1.75,3.65,3.57,3.84,1,0
312,19,0,woman,asian,0,middle,0,1,0,public,minimally_selective,5.0,other,29,3.09,3.46,1,part_time,11.3,11.3,7.4,0.658,21,1,0,21,1,1,5,8.4,7.0,2,2,3,3,1,4,2,2,3,3,2,3,3,1,2,2,1,3,3,3,5,3,5,3,5,3,4,4,4,2.5,2.4,2.75,1.5,3.5,4.0,3.75,2.13,2.43,3.07,1,0
313,24,1,woman,hispanic_latino,0,middle,0,1,0,public,minimally_selective,4.6,social_science,28,3.11,3.42,0,full_time,11.5,11.5,6.9,0.603,43,1,0,43,1,5,3,4.3,5.6,3,3,3,2,3,2,2,1,2,3,4,5,2,4,3,4,3,5,5,4,4,5,3,5,5,3,3,3,3,2.75,2.0,3.5,3.5,4.5,4.5,3.0,2.39,2.35,3.16,1,0
314,40,1,woman,black,1,low,0,1,0,public,open_access,6.0,social_science,26,2.3,3.16,0,full_time,11.5,11.5,7.7,0.666,31,1,0,31,0,5,3,1.0,5.8,5,5,5,3,1,1,1,2,1,3,3,2,3,2,3,3,3,5,5,5,4,5,5,4,3,5,4,5,5,4.5,1.2,2.75,2.75,4.75,4.25,4.75,0.56,1.26,2.55,1,0
315,18,0,woman,white,1,low,1,1,0,private_for_profit,moderately_selective,7.9,arts_humanities,40,2.03,2.99,1,part_time,8.2,8.2,5.0,0.605,30,1,0,30,1,2,4,1.0,5.5,5,4,4,5,1,1,1,2,3,4,4,4,3,1,2,1,1,3,4,4,3,4,2,4,5,3,2,5,3,4.5,1.6,3.75,1.25,3.5,3.75,3.25,1.29,1.49,2.28,0,1
316,26,1,man,white,1,low,1,1,0,private_nonprofit,highly_selective,8.5,arts_humanities,26,3.35,3.49,0,part_time,10.8,10.8,10.0,0.929,21,1,10,31,0,3,1,17.9,7.0,3,3,4,5,5,5,5,5,5,3,5,5,4,4,5,3,4,4,4,4,2,3,3,4,2,5,4,4,3,3.75,5.0,4.25,4.0,3.5,3.0,4.0,3.19,3.4,3.89,1,0
317,22,1,woman,white,0,middle,0,1,0,public,highly_selective,7.7,stem,78,3.39,4.88,0,part_time,9.9,9.9,7.7,0.775,33,1,0,33,0,4,4,12.4,5.8,5,5,5,5,4,4,3,4,5,5,5,5,5,3,2,3,3,4,5,5,5,1,1,2,3,3,3,3,2,5.0,4.0,5.0,2.75,4.75,1.75,2.75,3.0,2.7,3.62,1,0
318,19,0,woman,white,0,middle,0,0,0,public,minimally_selective,4.7,social_science,43,2.28,3.29,1,part_time,12.5,12.5,6.8,0.543,36,1,0,36,0,5,1,1.0,5.5,2,2,1,3,2,1,3,3,1,4,3,3,4,1,1,2,1,3,4,3,5,1,2,1,2,5,5,4,5,2.0,2.0,3.5,1.25,3.75,1.5,4.75,1.27,1.51,2.86,1,0
319,19,0,man,white,1,low,0,1,1,private_nonprofit,open_access,6.3,health,42,3.27,3.71,0,full_time,12.6,12.6,7.9,0.625,35,1,0,35,1,5,3,1.0,6.2,5,5,3,5,1,2,2,3,2,3,2,3,5,2,3,3,4,3,5,4,5,3,4,4,4,3,3,2,4,4.5,2.0,3.25,3.0,4.25,3.75,3.0,1.99,2.45,2.7,1,0
320,18,0,woman,white,0,middle,0,0,0,public,moderately_selective,5.8,stem,34,3.71,4.0,0,part_time,8.8,8.8,7.8,0.887,25,1,0,25,0,4,3,10.6,6.5,3,2,3,2,3,3,3,1,4,3,4,4,4,3,3,4,3,4,2,3,4,1,1,1,1,3,4,2,3,2.5,2.8,3.75,3.25,3.25,1.0,3.0,2.93,3.45,3.48,1,0
321,19,0,man,hispanic_latino,1,low,1,1,0,public,minimally_selective,5.1,social_science,31,3.14,3.14,0,full_time,15.7,15.7,15.6,0.992,11,0,0,11,1,1,5,14.0,7.2,2,2,3,2,3,4,3,5,4,4,3,3,2,4,4,2,2,1,1,1,1,5,5,4,5,1,1,3,1,2.25,3.8,3.0,3.0,1.0,4.75,1.5,3.2,3.36,3.9,1,0
322,19,0,woman,multiracial_or_other,0,middle,0,0,0,public,open_access,4.4,arts_humanities,43,3.22,4.02,0,part_time,10.7,10.7,9.1,0.853,31,1,0,31,0,4,1,6.1,5.6,4,3,2,1,2,2,3,3,4,3,4,2,2,3,3,4,5,4,3,4,3,2,4,3,2,5,4,3,4,2.5,2.8,2.75,3.75,3.5,2.75,4.0,2.59,2.66,3.64,1,0
323,38,1,woman,white,0,high,0,0,1,private_nonprofit,minimally_selective,6.7,arts_humanities,68,3.71,3.78,0,part_time,12.2,12.2,11.2,0.917,25,1,0,25,1,4,3,18.1,6.4,3,3,1,2,5,4,5,5,4,3,2,3,1,5,5,5,5,3,3,2,3,5,1,3,4,1,2,2,2,2.25,4.6,2.25,5.0,2.75,3.25,1.75,4.0,3.81,4.28,1,0
324,18,0,woman,black,0,low,1,1,0,public,moderately_selective,4.5,stem,38,3.56,4.33,0,full_time,11.3,11.3,9.9,0.872,7,0,5,12,1,2,3,4.6,7.3,5,4,3,5,3,3,2,4,3,4,4,3,4,2,2,3,3,2,3,3,4,4,5,5,3,2,3,3,1,4.25,3.0,3.75,2.5,3.0,4.25,2.25,3.17,3.08,3.77,1,0
325,20,1,man,white,0,high,1,0,0,private_for_profit,minimally_selective,8.2,business,54,2.96,3.23,0,full_time,10.8,10.8,7.3,0.676,30,1,8,38,1,2,4,1.0,6.6,2,4,2,3,2,2,2,2,1,1,2,2,3,3,1,2,3,3,4,3,3,5,3,2,3,5,2,3,4,2.75,1.8,2.0,2.25,3.25,3.25,3.5,2.08,2.17,2.81,1,0
326,18,0,woman,asian,0,high,0,0,0,public,moderately_selective,4.3,health,37,3.12,3.78,0,full_time,15.4,15.4,15.4,1.0,20,0,0,20,0,3,4,10.5,8.0,3,2,2,1,5,4,4,4,5,4,3,4,3,4,4,2,4,3,1,3,4,3,1,1,2,3,2,3,3,2.0,4.4,3.5,3.5,2.75,1.75,2.75,4.0,3.96,4.0,1,0
327,19,0,woman,white,1,middle,1,1,1,public,moderately_selective,8.2,social_science,32,2.1,3.58,1,full_time,13.7,13.7,7.8,0.572,24,1,0,24,1,3,3,8.4,5.6,5,5,5,4,3,2,4,3,3,5,3,3,3,2,2,1,3,3,3,2,2,2,2,2,3,5,5,4,4,4.75,3.0,3.5,2.0,2.5,2.25,4.5,1.62,1.71,2.68,1,0
328,19,0,woman,white,1,middle,1,1,0,public,open_access,3.7,arts_humanities,38,1.89,3.11,1,full_time,9.8,9.8,4.6,0.464,37,1,0,37,0,4,2,1.0,6.7,4,3,5,5,2,1,2,1,1,2,2,3,2,3,3,4,2,5,4,4,5,4,3,3,4,5,5,3,5,4.25,1.4,2.25,3.0,4.5,3.5,4.5,0.51,1.09,1.95,0,1
329,36,1,man,asian,0,high,0,0,0,public,open_access,3.8,business,15,3.42,4.79,0,part_time,12.9,12.9,12.9,1.0,28,1,8,36,0,4,3,20.7,6.3,2,2,1,2,5,5,5,4,5,5,1,4,5,4,5,3,5,4,3,2,2,2,3,3,3,2,1,1,2,1.75,4.8,3.75,4.25,2.75,2.75,1.5,4.0,3.92,4.14,1,0
330,22,1,woman,white,0,low,1,1,0,public,minimally_selective,3.5,social_science,48,2.79,3.15,0,part_time,6.7,6.7,3.4,0.509,47,1,0,47,1,3,3,2.8,4.8,4,5,3,5,1,2,2,1,1,3,2,1,1,2,2,3,1,4,4,4,5,3,1,1,1,2,4,3,2,4.25,1.4,1.75,2.0,4.25,1.5,2.75,0.79,1.46,1.68,0,1
331,19,0,woman,multiracial_or_other,0,high,0,0,0,public,open_access,5.6,stem,90,3.34,4.87,0,full_time,13.8,13.8,10.5,0.76,33,1,0,33,0,3,3,6.5,6.5,3,2,1,1,3,4,3,4,3,2,2,2,1,2,2,3,3,2,3,3,3,1,2,4,1,2,2,4,4,1.75,3.4,1.75,2.5,2.75,2.0,3.0,3.03,2.98,3.38,1,0
332,24,1,woman,hispanic_latino,0,middle,1,1,0,public,moderately_selective,8.4,business,35,2.46,4.08,0,part_time,9.5,9.5,5.1,0.538,23,1,1,24,0,5,1,5.0,5.6,2,1,3,2,1,1,2,2,2,3,3,5,4,3,4,3,5,4,3,3,3,4,4,4,3,4,3,5,5,2.0,1.6,3.75,3.75,3.25,3.75,4.25,1.91,2.24,2.71,1,0
333,23,1,man,hispanic_latino,0,low,1,1,0,private_nonprofit,highly_selective,7.6,stem,25,2.62,2.31,0,full_time,11.2,11.2,5.9,0.528,25,1,0,25,1,3,4,8.1,5.8,5,5,5,3,4,1,2,1,3,5,3,4,5,2,3,3,2,5,5,3,4,5,5,5,4,5,4,5,5,4.5,2.2,4.25,2.5,4.25,4.75,4.75,1.57,1.97,2.44,0,1
334,18,0,woman,black,1,middle,0,1,0,public,moderately_selective,6.7,business,34,2.97,3.73,0,full_time,15.6,15.6,15.3,0.981,10,0,0,10,0,4,1,17.2,6.1,1,2,3,2,5,4,4,3,4,4,3,3,3,4,5,1,3,2,1,1,2,2,1,1,1,2,3,5,3,2.0,4.0,3.25,3.25,1.5,1.25,3.25,3.12,2.71,3.51,1,0
335,20,1,woman,white,1,high,0,1,0,public,open_access,6.0,social_science,19,2.75,3.82,1,full_time,14.6,14.6,12.4,0.852,3,0,0,3,0,2,4,11.3,7.3,4,5,3,5,4,3,2,3,3,3,4,4,5,2,1,3,3,1,1,2,2,3,3,3,3,2,3,3,3,4.25,3.0,4.0,2.25,1.5,3.0,2.75,2.78,2.79,3.89,1,0
336,22,1,man,hispanic_latino,1,low,1,0,0,public,moderately_selective,9.4,other,35,2.53,3.32,0,full_time,14.0,14.0,9.4,0.669,23,1,0,23,0,3,3,6.9,5.1,3,5,5,3,2,3,2,2,1,4,3,5,2,4,3,2,3,3,2,2,3,2,1,2,3,3,3,2,3,4.0,2.0,3.5,3.0,2.5,2.0,2.75,1.35,1.54,2.83,1,0
337,24,1,man,white,0,high,0,0,0,public,moderately_selective,5.8,stem,16,2.52,4.11,0,full_time,16.7,16.7,14.2,0.85,33,1,0,33,1,4,1,8.2,5.7,1,2,1,3,3,5,3,5,3,4,5,4,4,2,3,2,4,5,4,5,5,3,3,2,5,4,2,2,3,1.75,3.8,4.25,2.75,4.75,3.25,2.75,2.48,2.36,3.85,1,0
